#node	date	numeric date
KY786017_1	2001-01-01	2001.000000
NODE_0000135	2000-02-02	2000.087813
KY785948_1	2001-01-01	2001.000000
NODE_0000136	2000-02-20	2000.139153
NODE_0000137	2014-12-13	2014.948661
KY471123_1	2015-01-01	2015.000000
KY471122_1	2015-01-01	2015.000000
NODE_0000138	2000-12-13	2000.948661
KY785968_1	2001-01-01	2001.000000
KY785947_1	2001-01-01	2001.000000
NODE_0000139	1997-02-07	1997.102487
KY786006_1	2001-01-01	2001.000000
NODE_0000140	1997-02-20	1997.138470
KY785962_1	2001-01-01	2001.000000
NODE_0000141	1997-03-05	1997.173631
KY786002_1	2001-01-01	2001.000000
NODE_0000142	1997-03-08	1997.183044
KY471117_1	--	--
NODE_0000143	1997-04-05	1997.258347
KY785936_1	2001-01-01	2001.000000
NODE_0000144	1997-04-18	1997.294429
KY786003_1	2001-01-01	2001.000000
NODE_0000145	1997-05-01	1997.329694
KY786000_1	2001-01-01	2001.000000
NODE_0000146	1997-05-04	1997.339213
KY471112_1	--	--
NODE_0000147	1997-06-01	1997.415359
KY785999_1	2001-01-01	2001.000000
NODE_0000148	1997-06-03	1997.419648
KY471119_1	--	--
NODE_0000149	1997-06-03	1997.419648
KY471101_1	--	--
NODE_0000150	1997-06-16	1997.455848
KY471107_1	--	--
NODE_0000151	1997-07-07	1997.512545
KY785943_1	2001-01-01	2001.000000
NODE_0000152	1997-07-20	1997.548494
KY785946_1	2001-01-01	2001.000000
NODE_0000153	1997-08-01	1997.583272
KY786019_1	2001-01-01	2001.000000
NODE_0000154	1997-08-15	1997.620259
KY785951_1	2001-01-01	2001.000000
NODE_0000155	1997-08-28	1997.656477
KY785960_1	2001-01-01	2001.000000
NODE_0000156	1997-09-10	1997.691343
KY786020_1	2001-01-01	2001.000000
NODE_0000157	1997-09-23	1997.728619
KY785996_1	2001-01-01	2001.000000
NODE_0000158	1997-10-07	1997.765142
KY786025_1	2001-01-01	2001.000000
NODE_0000159	1997-10-20	1997.800870
KY785982_1	2001-01-01	2001.000000
NODE_0000160	1997-11-02	1997.835763
KY786014_1	2001-01-01	2001.000000
NODE_0000161	1997-11-15	1997.872017
KY785994_1	2001-01-01	2001.000000
NODE_0000162	1997-11-15	1997.872017
KY471114_1	--	--
NODE_0000163	1997-11-21	1997.890144
KY471120_1	--	--
NODE_0000164	1997-12-18	1997.963951
KY785979_1	2001-01-01	2001.000000
NODE_0000165	1997-12-31	1997.998808
KY786004_1	2001-01-01	2001.000000
NODE_0000166	1998-01-14	1998.036053
KY785963_1	2001-01-01	2001.000000
NODE_0000167	1998-01-17	1998.045568
KY471104_1	--	--
NODE_0000168	1998-02-14	1998.121690
KY785958_1	2001-01-01	2001.000000
NODE_0000169	1998-02-15	1998.125972
KY471105_1	--	--
NODE_0000170	1998-02-15	1998.125972
KY471121_1	--	--
NODE_0000171	1998-02-19	1998.135169
KY471115_1	--	--
NODE_0000172	1998-03-21	1998.217633
KY785950_1	2001-01-01	2001.000000
NODE_0000173	1998-03-28	1998.236479
KY471111_1	--	--
NODE_0000174	1998-04-21	1998.302443
KY785953_1	2001-01-01	2001.000000
NODE_0000175	1998-05-04	1998.339453
KY785976_1	2001-01-01	2001.000000
NODE_0000176	1998-05-08	1998.349159
KY471099_1	--	--
NODE_0000177	1998-06-05	1998.426811
KY785971_1	2001-01-01	2001.000000
NODE_0000178	1998-06-12	1998.445683
KY471108_1	--	--
NODE_0000179	1998-07-06	1998.511735
KY786009_1	2001-01-01	2001.000000
NODE_0000180	1998-07-20	1998.548955
KY785992_1	2001-01-01	2001.000000
NODE_0000181	1998-08-02	1998.585419
KY785974_1	2001-01-01	2001.000000
NODE_0000182	1998-08-15	1998.621086
KY786001_1	2001-01-01	2001.000000
NODE_0000183	1998-08-19	1998.630503
KY471109_1	--	--
NODE_0000184	1998-09-15	1998.705844
KY785987_1	2001-01-01	2001.000000
NODE_0000185	1998-09-28	1998.742462
KY785980_1	2001-01-01	2001.000000
NODE_0000186	1998-10-12	1998.778291
KY785957_1	2001-01-01	2001.000000
NODE_0000187	1998-10-24	1998.813030
KY785941_1	2001-01-01	2001.000000
NODE_0000188	1998-11-07	1998.849889
KY786023_1	2001-01-01	2001.000000
NODE_0000189	1998-11-10	1998.859402
KY471106_1	--	--
NODE_0000190	1998-12-08	1998.935508
KY785944_1	2001-01-01	2001.000000
NODE_0000191	1998-12-10	1998.939788
KY471093_1	--	--
NODE_0000192	1998-12-10	1998.939788
KY471116_1	--	--
NODE_0000193	1998-12-24	1998.978315
KY471090_1	--	--
NODE_0000194	1999-01-12	1999.030690
KY786021_1	2001-01-01	2001.000000
NODE_0000195	1999-01-24	1999.065457
KY785967_1	2001-01-01	2001.000000
NODE_0000196	1999-02-07	1999.102088
KY785961_1	2001-01-01	2001.000000
NODE_0000197	1999-02-10	1999.111713
KY471098_1	--	--
NODE_0000198	1999-03-10	1999.188712
KY785988_1	2001-01-01	2001.000000
NODE_0000199	1999-03-23	1999.223446
KY785984_1	2001-01-01	2001.000000
NODE_0000200	1999-04-06	1999.260289
KY786016_1	2001-01-01	2001.000000
NODE_0000201	1999-04-13	1999.279630
KY471102_1	--	--
NODE_0000202	1999-05-07	1999.347325
KY785985_1	2001-01-01	2001.000000
NODE_0000203	1999-05-07	1999.347325
KY471100_1	--	--
NODE_0000204	1999-05-14	1999.365417
KY471118_1	--	--
NODE_0000205	1999-06-09	1999.436892
KY785991_1	2001-01-01	2001.000000
NODE_0000206	1999-06-23	1999.474168
KY786010_1	2001-01-01	2001.000000
NODE_0000207	1999-07-06	1999.510691
KY785993_1	2001-01-01	2001.000000
NODE_0000208	1999-07-19	1999.546420
KY785966_1	2001-01-01	2001.000000
NODE_0000209	1999-08-01	1999.581313
KY785959_1	2001-01-01	2001.000000
NODE_0000210	1999-08-14	1999.618075
KY786024_1	2001-01-01	2001.000000
NODE_0000211	1999-08-27	1999.654056
KY785975_1	2001-01-01	2001.000000
NODE_0000212	1999-09-09	1999.688846
KY786005_1	2001-01-01	2001.000000
NODE_0000213	1999-09-22	1999.725868
KY785952_1	2001-01-01	2001.000000
NODE_0000214	1999-09-26	1999.735577
KY471096_1	--	--
NODE_0000215	1999-10-24	1999.813251
KY785989_1	2001-01-01	2001.000000
NODE_0000216	1999-10-31	1999.832124
KY471091_1	--	--
NODE_0000217	1999-11-24	1999.898183
KY785995_1	2001-01-01	2001.000000
NODE_0000218	1999-12-08	1999.935418
KY785998_1	2001-01-01	2001.000000
NODE_0000219	1999-12-21	1999.971898
KY785977_1	2001-01-01	2001.000000
NODE_0000220	2000-01-03	2000.007582
KY785986_1	2001-01-01	2001.000000
NODE_0000221	2000-01-14	2000.035846
KY471113_1	--	--
NODE_0000222	2000-02-03	2000.092373
KY785938_1	2001-01-01	2001.000000
NODE_0000223	2000-02-17	2000.129010
KY785955_1	2001-01-01	2001.000000
NODE_0000224	2000-03-01	2000.164860
KY785990_1	2001-01-01	2001.000000
NODE_0000225	2000-03-14	2000.199880
KY786008_1	2001-01-01	2001.000000
NODE_0000226	2000-03-14	2000.199880
KY471094_1	--	--
NODE_0000227	2000-03-31	2000.246572
KY471110_1	--	--
NODE_0000228	2000-04-15	2000.289521
KY785964_1	2001-01-01	2001.000000
NODE_0000229	2000-04-29	2000.325719
KY785956_1	2001-01-01	2001.000000
NODE_0000230	2000-05-11	2000.360578
KY785973_1	2001-01-01	2001.000000
NODE_0000231	2000-05-25	2000.397832
KY786007_1	2001-01-01	2001.000000
NODE_0000232	2000-06-07	2000.434331
KY785972_1	2001-01-01	2001.000000
NODE_0000233	2000-06-21	2000.470035
KY786015_1	2001-01-01	2001.000000
NODE_0000234	2000-07-03	2000.504902
KY471124_1	2001-01-01	2001.000000
NODE_0000235	2000-07-17	2000.541636
KY785978_1	2001-01-01	2001.000000
NODE_0000236	2000-07-30	2000.577588
KY786012_1	2001-01-01	2001.000000
NODE_0000237	2000-08-12	2000.612368
KY786011_1	2001-01-01	2001.000000
NODE_0000238	2000-08-25	2000.649358
KY785997_1	2001-01-01	2001.000000
NODE_0000239	2000-09-07	2000.685580
KY785937_1	2001-01-01	2001.000000
NODE_0000240	2000-09-20	2000.720448
KY786013_1	2001-01-01	2001.000000
NODE_0000241	2000-10-04	2000.757729
KY785942_1	2001-01-01	2001.000000
NODE_0000242	2000-10-07	2000.767493
KY471097_1	--	--
NODE_0000243	2000-11-05	2000.845611
KY785954_1	2001-01-01	2001.000000
NODE_0000244	2000-11-18	2000.881345
KY786022_1	2001-01-01	2001.000000
NODE_0000245	2000-12-01	2000.916244
KY785981_1	2001-01-01	2001.000000
NODE_0000246	2000-12-14	2000.953011
KY785983_1	2001-01-01	2001.000000
NODE_0000247	2000-12-16	2000.958232
KY786027_1	2001-01-01	2001.000000
KY471103_1	--	--
NODE_0000248	2007-04-13	2007.281786
NODE_0000249	2007-12-08	2007.934818
NODE_0000250	2010-06-14	2010.449465
KR817183_1	2014-03-31	2014.245205
NODE_0000251	2010-07-02	2010.500804
KR817194_1	2014-04-01	2014.247945
NODE_0000252	2010-10-28	2010.823395
KR817195_1	2014-04-04	2014.256164
NODE_0000253	2010-11-16	2010.874734
NODE_0000254	2011-06-05	2011.427061
KR817203_1	2014-04-28	2014.321918
NODE_0000255	2011-10-28	2011.824044
KR817205_1	2014-05-07	2014.346575
NODE_0000256	2011-10-29	2011.825498
KR817206_1	2014-05-07	2014.346575
KR817235_1	2014-06-22	2014.472603
NODE_0000257	2010-12-05	2010.926074
KR817179_1	2014-03-28	2014.236986
NODE_0000258	2011-04-19	2011.298345
NODE_0000259	2013-02-18	2013.132589
KR817201_1	2014-04-18	2014.294521
NODE_0000260	2013-03-09	2013.183928
KR817202_1	2014-04-22	2014.305479
KR817197_1	2014-04-10	2014.272603
NODE_0000261	2011-05-08	2011.349685
NODE_0000262	2012-04-17	2012.292489
KR817193_1	2014-04-02	2014.250685
NODE_0000263	2013-08-28	2013.655826
KR817181_1	2014-03-31	2014.245205
KR817180_1	2014-03-28	2014.236986
NODE_0000264	2011-10-16	2011.789930
KR817204_1	2014-05-01	2014.330137
NODE_0000265	2012-02-10	2012.111915
NODE_0000266	2013-05-23	2013.391616
KR817211_1	2014-05-18	2014.376712
NODE_0000267	2013-06-30	2013.494295
KR817209_1	2014-05-11	2014.357534
KR817226_1	2014-06-10	2014.439726
NODE_0000268	2012-03-29	2012.243008
NODE_0000269	2012-07-14	2012.534980
KR817207_1	2014-05-10	2014.354795
KR817210_1	2014-05-14	2014.365753
NODE_0000270	2012-11-02	2012.836144
KR817215_1	2014-05-24	2014.393151
NODE_0000271	2013-02-11	2013.112383
KR817208_1	2014-05-11	2014.357534
NODE_0000272	2013-03-01	2013.163723
KR817214_1	2014-05-22	2014.387671
KR817212_1	2014-05-21	2014.384932
NODE_0000273	2009-03-23	2009.223655
KU978801_1	2014-03-26	2014.231507
NODE_0000274	2009-12-17	2009.959392
NODE_0000275	2010-04-27	2010.319573
LT630494_1	2015-03-18	2015.209589
NODE_0000276	2014-06-01	2014.415654
KR534543_1	2014-10-04	2014.757534
NODE_0000277	2014-06-20	2014.466993
KR534581_1	2014-09-25	2014.732877
KR534549_1	2014-10-07	2014.765753
NODE_0000278	2010-12-29	2010.993526
KR534574_1	2014-10-25	2014.815068
NODE_0000279	2011-11-25	2011.898905
NODE_0000280	2014-10-05	2014.760989
KR534572_1	2014-10-24	2014.812329
KR534573_1	2014-10-25	2014.815068
NODE_0000281	2011-12-03	2011.922356
NODE_0000282	2011-12-22	2011.973695
KR534558_1	2014-10-13	2014.782192
NODE_0000283	2013-02-09	2013.107270
KR534569_1	2014-10-23	2014.809589
NODE_0000284	2013-12-24	2013.980062
KR534583_1	2014-10-02	2014.752055
NODE_0000285	2014-01-12	2014.031402
KR534537_1	2014-09-28	2014.741096
KR534528_1	2014-09-20	2014.719178
NODE_0000286	2012-02-29	2012.162782
NODE_0000287	2014-09-15	2014.706195
KR534545_1	2014-10-06	2014.763014
KR534544_1	2014-10-04	2014.757534
NODE_0000288	2012-05-06	2012.346603
NODE_0000289	2014-01-12	2014.030309
KR534571_1	2014-10-24	2014.812329
NODE_0000290	2014-01-30	2014.081649
KR534546_1	2014-10-07	2014.765753
NODE_0000291	2014-02-18	2014.132988
KR534591_1	2014-10-07	2014.765753
KR534562_1	2014-10-18	2014.795890
NODE_0000292	2012-05-06	2012.346603
KR534556_1	2014-10-10	2014.773973
NODE_0000293	2012-05-06	2012.346603
NODE_0000294	2012-05-25	2012.397942
NODE_0000295	2014-02-03	2014.092400
KR534590_1	2014-10-07	2014.765753
KR534548_1	2014-10-07	2014.765753
NODE_0000296	2012-08-15	2012.621273
KT633509_1	2014-12-18	2014.963014
NODE_0000297	2012-08-15	2012.621273
LT630525_1	2015-05-25	2015.395890
NODE_0000298	2012-10-28	2012.822691
LT630490_1	2015-03-09	2015.184932
NODE_0000299	2013-03-29	2013.239918
NODE_0000300	2013-04-17	2013.291257
LT630524_1	2015-05-26	2015.398630
NODE_0000301	2014-08-23	2014.642016
KU296764_1	2015-03-24	2015.226027
KU296744_1	2015-03-24	2015.226027
NODE_0000302	2013-04-17	2013.291257
KU296481_1	2015-03-07	2015.179452
NODE_0000303	2015-02-05	2015.097976
LT630515_1	2015-05-11	2015.357534
KU296352_1	2015-02-24	2015.149315
NODE_0000304	2012-05-06	2012.346603
NODE_0000305	2012-05-25	2012.397942
KR534541_1	2014-10-04	2014.757534
LT630564_1	2015-07-13	2015.530137
NODE_0000306	2012-07-10	2012.522286
NODE_0000307	2014-10-14	2014.785647
KX121420_1	2014-11-04	2014.842466
KX121419_1	2014-11-02	2014.836986
NODE_0000308	2012-07-10	2012.522286
NODE_0000309	2013-09-17	2013.710341
LT630586_1	2015-05-03	2015.335616
NODE_0000310	2013-10-03	2013.755225
LT630510_1	2015-05-04	2015.338356
NODE_0000311	2014-02-10	2014.110676
NODE_0000312	2015-04-14	2015.284277
LT630513_1	2015-05-06	2015.343836
LT630508_1	2015-05-03	2015.335616
NODE_0000313	2014-08-07	2014.599002
LT630506_1	2015-04-20	2015.300000
NODE_0000314	2014-11-20	2014.887202
LT630547_1	2015-06-15	2015.453425
NODE_0000315	2015-02-02	2015.090389
LT630549_1	2015-06-17	2015.458904
NODE_0000316	2015-02-02	2015.090389
LT630541_1	2015-05-18	2015.376712
LT630521_1	2015-05-17	2015.373973
NODE_0000317	2012-07-10	2012.522286
LT630563_1	2015-10-13	2015.782192
NODE_0000318	2013-11-14	2013.869515
LT630502_1	2015-04-14	2015.283562
NODE_0000319	2013-12-02	2013.918495
LT630497_1	2015-03-26	2015.231507
NODE_0000320	2013-12-13	2013.949358
LT630498_1	2015-03-26	2015.231507
NODE_0000321	2013-12-13	2013.949358
NODE_0000322	2014-06-07	2014.432533
LT630538_1	2015-04-03	2015.253425
NODE_0000323	2014-06-26	2014.483872
LT630500_1	2015-04-02	2015.250685
NODE_0000324	2014-07-15	2014.536777
LT630537_1	2015-03-29	2015.239726
LT630536_1	2015-03-26	2015.231507
NODE_0000325	2013-12-13	2013.949358
NODE_0000326	2015-03-07	2015.180167
LT630499_1	2015-03-26	2015.231507
LT630522_1	2015-05-19	2015.379452
NODE_0000327	2014-04-21	2014.304042
NODE_0000328	2015-05-20	2015.382907
LT630590_1	2015-06-08	2015.434247
LT630595_1	2015-06-19	2015.464384
NODE_0000329	2014-04-22	2014.306093
LT630565_1	2015-06-20	2015.467123
NODE_0000330	2014-05-09	2014.352049
LT630540_1	2015-05-14	2015.365753
NODE_0000331	2014-05-18	2014.376658
LT630517_1	2015-05-13	2015.363014
NODE_0000332	2014-05-18	2014.376658
NODE_0000333	2015-03-19	2015.212299
LT630587_1	2015-05-27	2015.401370
NODE_0000334	2015-04-06	2015.261032
LT630539_1	2015-04-08	2015.267123
LT630527_1	2015-05-28	2015.404110
NODE_0000335	2014-09-07	2014.684687
LT630594_1	2015-06-19	2015.464384
NODE_0000336	2014-09-11	2014.695625
LT630589_1	2015-06-29	2015.491781
NODE_0000337	2014-09-11	2014.695625
LT630596_1	2015-06-20	2015.467123
NODE_0000338	2014-09-11	2014.695625
LT630588_1	2015-06-29	2015.491781
NODE_0000339	2014-09-11	2014.695625
LT630592_1	2015-06-18	2015.461644
NODE_0000340	2014-09-11	2014.695625
LT630566_1	2015-06-25	2015.480822
NODE_0000341	2014-09-11	2014.695625
NODE_0000342	2015-05-21	2015.385647
LT630535_1	2015-06-10	2015.439726
LT630591_1	2015-06-09	2015.436986
NODE_0000343	2014-09-11	2014.695625
NODE_0000344	2015-02-01	2015.087313
MH470378_1	2015-06-20	2015.467123
NODE_0000345	2015-03-02	2015.165042
MH470373_1	2015-07-01	2015.497260
LT630593_1	2015-06-19	2015.464384
NODE_0000346	2014-09-11	2014.695625
LT630567_1	2015-06-21	2015.469863
NODE_0000347	2014-10-13	2014.781103
NODE_0000348	2014-11-15	2014.873431
MH470379_1	2015-06-20	2015.467123
MH470376_1	2015-06-21	2015.469863
NODE_0000349	2014-10-31	2014.832442
MH470375_1	2015-06-22	2015.472603
NODE_0000350	2015-02-07	2015.102648
MH470374_1	2015-07-01	2015.497260
MH470377_1	2015-06-21	2015.469863
NODE_0000351	2007-05-02	2007.333125
NODE_0000352	2008-05-23	2008.393334
NODE_0000353	2010-12-20	2010.967757
NODE_0000354	2013-09-03	2013.672048
MG572233_1	2014-03-20	2014.215068
NODE_0000355	2014-02-12	2014.116634
MG572230_1	2014-03-20	2014.215068
NODE_0000356	2014-02-28	2014.160382
KT013256_4	2014-03-20	2014.215068
KT013257_3	2014-03-20	2014.215068
NODE_0000357	2011-01-07	2011.019096
KR817186_1	2014-03-30	2014.242466
NODE_0000358	2011-02-08	2011.104434
MF102255_1	2015-04-01	2015.247945
NODE_0000359	2011-11-08	2011.852109
KR817187_1	2014-03-27	2014.234247
NODE_0000360	2011-11-22	2011.891513
KR817188_1	2014-03-27	2014.234247
NODE_0000361	2012-03-05	2012.175075
KR817190_1	2014-04-02	2014.250685
NODE_0000362	2012-06-01	2012.417421
KR817191_1	2014-04-02	2014.250685
KR817189_1	2014-03-27	2014.234247
NODE_0000363	2009-10-01	2009.750081
NODE_0000364	2010-07-14	2010.532535
KR817196_1	2014-04-07	2014.264384
NODE_0000365	2012-04-22	2012.306333
KR817184_1	2014-03-31	2014.245205
KR817185_1	2014-03-31	2014.245205
NODE_0000366	2011-06-30	2011.494893
NODE_0000367	2012-09-17	2012.712531
KR817216_1	2014-05-24	2014.393151
KR817218_1	2014-06-01	2014.415068
NODE_0000368	2011-12-05	2011.927260
NODE_0000369	2014-01-15	2014.040393
KR534510_1	2014-07-27	2014.568493
KR534509_1	2014-07-24	2014.560274
NODE_0000370	2011-12-24	2011.978600
KR817225_1	2014-06-10	2014.439726
NODE_0000371	2011-12-24	2011.978600
KR817113_1	2014-07-22	2014.554795
NODE_0000372	2012-01-28	2012.074626
KR817230_1	2014-06-20	2014.467123
NODE_0000373	2012-06-18	2012.464191
KR817222_1	2014-06-09	2014.436986
NODE_0000374	2012-10-03	2012.754305
